File............:  2026-07-22_cv_cell_15 - JUL,22.2026

System..........:  1624_BZm282_020c
Temperature.....:  -0.6+-0.0C
Time............:  14:35:57-14:39:08
Slewrate........:  20mV/s
Comment.........:  CV Cell15
                   
                   
                   
                   
Electr.area/sqcm:  282
Reference.......:   0.3849688,  0.2500000 PO/PF -3, 12319
Cyclic voltammogram

Lines:   6063
Columns: 3

Number     Time/s     Potential/V    Current/A 
47        1.449e+00      0.079344    1.6542e+00
48        1.481e+00      0.079969    1.7225e+00
49        1.512e+00      0.080625    1.6711e+00
50        1.544e+00      0.081250    1.7695e+00
51        1.575e+00      0.081875    1.7458e+00
52        1.607e+00      0.082500    1.8281e+00
53        1.638e+00      0.083125    1.8236e+00
54        1.670e+00      0.083750    1.8630e+00
55        1.701e+00      0.084406    1.8307e+00
56        1.733e+00      0.085031    1.8756e+00
57        1.764e+00      0.085656    1.8894e+00
58        1.796e+00      0.086281    1.9478e+00
59        1.827e+00      0.086906    1.9298e+00
60        1.859e+00      0.087531    1.9781e+00
61        1.890e+00      0.088187    1.9496e+00
62        1.922e+00      0.088813    1.9802e+00
63        1.953e+00      0.089437    2.0049e+00
64        1.985e+00      0.090062    2.0188e+00
65        2.016e+00      0.090719    2.0723e+00
66        2.048e+00      0.091344    2.0418e+00
67        2.079e+00      0.091969    2.0864e+00
68        2.111e+00      0.092594    2.0321e+00
69        2.142e+00      0.093219    2.1005e+00
70        2.174e+00      0.093844    2.0743e+00
71        2.205e+00      0.094500    2.1445e+00
72        2.237e+00      0.095125    2.1103e+00
73        2.268e+00      0.095750    2.1359e+00
74        2.300e+00      0.096375    2.0949e+00
75        2.331e+00      0.097000    2.1390e+00
76        2.363e+00      0.097625    2.1131e+00
77        2.394e+00      0.098281    2.2206e+00
78        2.426e+00      0.098906    2.1687e+00
79        2.457e+00      0.099531    2.1872e+00
80        2.489e+00      0.100156    2.1110e+00
81        2.520e+00      0.100813    2.1592e+00
82        2.552e+00      0.101406    2.1425e+00
83        2.583e+00      0.102063    2.1797e+00
84        2.615e+00      0.102688    2.1678e+00
85        2.646e+00      0.103313    2.1384e+00
86        2.678e+00      0.103938    2.1557e+00
87        2.709e+00      0.104594    2.1109e+00
88        2.741e+00      0.105219    2.1732e+00
89        2.772e+00      0.105844    2.1463e+00
90        2.804e+00      0.106469    2.1886e+00
91        2.835e+00      0.107094    2.1533e+00
92        2.867e+00      0.107719    2.1737e+00
93        2.898e+00      0.108375    2.1166e+00
94        2.930e+00      0.109000    2.1562e+00
95        2.961e+00      0.109625    2.1224e+00
96        2.993e+00      0.110250    2.1717e+00
97        3.024e+00      0.110906    2.1399e+00
98        3.056e+00      0.111500    2.1762e+00
99        3.087e+00      0.112156    2.1055e+00
100       3.119e+00      0.112781    2.1604e+00
101       3.150e+00      0.113406    2.1206e+00
102       3.182e+00      0.114031    2.1583e+00
103       3.213e+00      0.114688    2.1673e+00
104       3.245e+00      0.115313    2.1460e+00
105       3.276e+00      0.115938    2.1450e+00
106       3.308e+00      0.116563    2.1114e+00
107       3.339e+00      0.117188    2.1297e+00
108       3.371e+00      0.117813    2.1235e+00
109       3.402e+00      0.118469    2.1561e+00
110       3.434e+00      0.119094    2.1311e+00
111       3.465e+00      0.119719    2.1524e+00
112       3.497e+00      0.120344    2.0940e+00
113       3.528e+00      0.121000    2.1340e+00
114       3.560e+00      0.121594    2.1200e+00
115       3.591e+00      0.122250    2.1575e+00
116       3.623e+00      0.122875    2.1170e+00
117       3.654e+00      0.123500    2.1527e+00
118       3.686e+00      0.124125    2.0961e+00
119       3.717e+00      0.124781    2.1382e+00
120       3.749e+00      0.125406    2.1053e+00
121       3.780e+00      0.126031    2.1445e+00
122       3.812e+00      0.126656    2.1294e+00
123       3.843e+00      0.127281    2.1416e+00
124       3.875e+00      0.127906    2.1227e+00
125       3.906e+00      0.128563    2.1011e+00
126       3.938e+00      0.129188    2.1367e+00
127       3.969e+00      0.129813    2.1176e+00
128       4.001e+00      0.130438    2.2246e+00
129       4.032e+00      0.131063    2.1479e+00
130       4.064e+00      0.131688    2.1417e+00
131       4.095e+00      0.132344    2.1131e+00
132       4.127e+00      0.132969    2.1384e+00
133       4.158e+00      0.133594    2.1140e+00
134       4.190e+00      0.134219    2.1411e+00
135       4.221e+00      0.134875    2.1083e+00
136       4.253e+00      0.135500    2.1294e+00
137       4.284e+00      0.136125    2.0817e+00
138       4.316e+00      0.136750    2.1239e+00
139       4.347e+00      0.137375    2.0801e+00
140       4.379e+00      0.138000    2.1305e+00
141       4.410e+00      0.138656    2.0948e+00
142       4.442e+00      0.139281    2.1141e+00
143       4.473e+00      0.139906    2.0848e+00
144       4.505e+00      0.140531    2.0651e+00
145       4.536e+00      0.141156    2.0797e+00
146       4.568e+00      0.141781    2.0687e+00
147       4.599e+00      0.142438    2.0889e+00
148       4.631e+00      0.143063    2.0705e+00
149       4.662e+00      0.143688    2.0737e+00
150       4.694e+00      0.144313    2.0348e+00
151       4.725e+00      0.144969    2.0570e+00
152       4.757e+00      0.145594    2.0452e+00
153       4.788e+00      0.146219    2.0676e+00
154       4.820e+00      0.146844    2.0364e+00
155       4.851e+00      0.147469    2.0601e+00
156       4.883e+00      0.148094    2.0002e+00
157       4.914e+00      0.148750    2.0449e+00
158       4.946e+00      0.149375    1.9885e+00
159       4.977e+00      0.150000    2.0424e+00
160       5.009e+00      0.150625    1.9959e+00
161       5.040e+00      0.151250    2.0260e+00
162       5.072e+00      0.151875    1.9829e+00
163       5.103e+00      0.152531    1.9835e+00
164       5.135e+00      0.153156    1.9803e+00
165       5.166e+00      0.153781    1.9783e+00
166       5.198e+00      0.154406    1.9987e+00
167       5.229e+00      0.155063    1.9829e+00
168       5.261e+00      0.155688    1.9776e+00
169       5.292e+00      0.156313    1.9587e+00
170       5.324e+00      0.156938    1.9679e+00
171       5.355e+00      0.157563    1.9627e+00
172       5.387e+00      0.158188    1.9677e+00
173       5.418e+00      0.158844    1.9570e+00
174       5.450e+00      0.159469    1.9614e+00
175       5.481e+00      0.160094    1.9299e+00
176       5.513e+00      0.160719    1.9554e+00
177       5.544e+00      0.161344    1.9182e+00
178       5.576e+00      0.161969    1.9893e+00
179       5.607e+00      0.162625    1.9474e+00
180       5.639e+00      0.163250    1.9646e+00
181       5.670e+00      0.163875    1.9172e+00
182       5.702e+00      0.164500    1.9305e+00
183       5.733e+00      0.165125    1.9205e+00
184       5.765e+00      0.165781    1.9314e+00
185       5.796e+00      0.166406    1.9295e+00
186       5.828e+00      0.167031    1.9305e+00
187       5.859e+00      0.167656    1.9184e+00
188       5.891e+00      0.168281    1.9101e+00
189       5.922e+00      0.168938    1.9182e+00
190       5.954e+00      0.169563    1.9265e+00
191       5.985e+00      0.170188    1.9233e+00
192       6.017e+00      0.170813    1.9337e+00
193       6.048e+00      0.171438    1.9175e+00
194       6.080e+00      0.172063    1.9007e+00
195       6.111e+00      0.172719    1.9207e+00
196       6.143e+00      0.173344    1.9024e+00
197       6.174e+00      0.173969    1.9378e+00
198       6.206e+00      0.174625    1.9002e+00
199       6.237e+00      0.175219    1.9393e+00
200       6.269e+00      0.175875    1.8967e+00
201       6.300e+00      0.176500    1.9105e+00
202       6.332e+00      0.177125    1.8974e+00
203       6.363e+00      0.177750    1.9374e+00
204       6.395e+00      0.178375    1.9219e+00
205       6.426e+00      0.179031    1.9324e+00
206       6.458e+00      0.179656    1.9197e+00
207       6.489e+00      0.180281    1.9292e+00
208       6.521e+00      0.180906    1.9216e+00
209       6.552e+00      0.181531    1.9297e+00
210       6.584e+00      0.182156    1.9289e+00
211       6.615e+00      0.182813    1.9440e+00
212       6.647e+00      0.183438    1.9309e+00
213       6.678e+00      0.184063    1.9325e+00
214       6.710e+00      0.184688    1.9497e+00
215       6.741e+00      0.185313    1.9280e+00
216       6.773e+00      0.185969    1.9623e+00
217       6.804e+00      0.186594    1.9514e+00
218       6.836e+00      0.187219    1.9793e+00
219       6.867e+00      0.187844    1.9323e+00
220       6.899e+00      0.188500    1.9775e+00
221       6.930e+00      0.189125    1.9468e+00
222       6.962e+00      0.189750    1.9879e+00
223       6.993e+00      0.190375    1.9685e+00
224       7.025e+00      0.191000    1.9915e+00
225       7.056e+00      0.191625    1.9874e+00
226       7.088e+00      0.192250    1.9778e+00
227       7.119e+00      0.192906    1.9873e+00
228       7.151e+00      0.193531    2.0242e+00
229       7.182e+00      0.194156    2.0249e+00
230       7.214e+00      0.194813    2.0589e+00
231       7.245e+00      0.195406    2.0131e+00
232       7.277e+00      0.196063    2.0475e+00
233       7.308e+00      0.196688    2.0394e+00
234       7.340e+00      0.197313    2.0483e+00
235       7.371e+00      0.197938    2.0640e+00
236       7.403e+00      0.198594    2.0583e+00
237       7.434e+00      0.199219    2.0974e+00
238       7.466e+00      0.199844    2.0707e+00
239       7.497e+00      0.200469    2.1014e+00
240       7.529e+00      0.201094    2.0645e+00
241       7.560e+00      0.201719    2.1322e+00
242       7.592e+00      0.202344    2.1138e+00
243       7.623e+00      0.203000    2.1645e+00
244       7.655e+00      0.203625    2.1292e+00
245       7.686e+00      0.204250    2.1457e+00
246       7.718e+00      0.204906    2.1371e+00
247       7.749e+00      0.205500    2.1763e+00
248       7.781e+00      0.206156    2.1627e+00
249       7.812e+00      0.206781    2.2105e+00
250       7.844e+00      0.207406    2.1765e+00
251       7.875e+00      0.208031    2.2274e+00
252       7.907e+00      0.208688    2.1971e+00
253       7.938e+00      0.209313    2.2347e+00
254       7.970e+00      0.209938    2.2309e+00
255       8.001e+00      0.210563    2.2609e+00
256       8.033e+00      0.211188    2.2834e+00
257       8.064e+00      0.211813    2.2643e+00
258       8.096e+00      0.212438    2.2769e+00
259       8.127e+00      0.213094    2.2690e+00
260       8.159e+00      0.213719    2.3136e+00
261       8.190e+00      0.214344    2.2959e+00
262       8.222e+00      0.214969    2.3315e+00
263       8.253e+00      0.215594    2.3097e+00
264       8.285e+00      0.216250    2.3325e+00
265       8.316e+00      0.216875    2.3138e+00
266       8.348e+00      0.217500    2.3416e+00
267       8.379e+00      0.218125    2.3480e+00
268       8.411e+00      0.218781    2.3789e+00
269       8.442e+00      0.219406    2.3415e+00
270       8.474e+00      0.220031    2.3795e+00
271       8.505e+00      0.220656    2.3358e+00
272       8.537e+00      0.221281    2.3781e+00
273       8.568e+00      0.221906    2.3542e+00
274       8.600e+00      0.222563    2.3738e+00
275       8.631e+00      0.223188    2.3646e+00
276       8.663e+00      0.223813    2.3571e+00
277       8.694e+00      0.224438    2.3529e+00
278       8.726e+00      0.225094    2.3325e+00
279       8.757e+00      0.225688    2.3588e+00
280       8.789e+00      0.226344    2.3845e+00
281       8.820e+00      0.226969    2.3956e+00
282       8.852e+00      0.227594    2.3329e+00
283       8.883e+00      0.228219    2.3227e+00
284       8.915e+00      0.228875    2.3032e+00
285       8.946e+00      0.229500    2.3144e+00
286       8.978e+00      0.230125    2.2943e+00
287       9.009e+00      0.230750    2.2951e+00
288       9.041e+00      0.231375    2.2530e+00
289       9.072e+00      0.232000    2.2716e+00
290       9.104e+00      0.232656    2.2083e+00
291       9.135e+00      0.233281    2.2550e+00
292       9.167e+00      0.233906    2.1894e+00
293       9.198e+00      0.234531    2.2212e+00
294       9.230e+00      0.235156    2.1821e+00
295       9.261e+00      0.235781    2.1687e+00
296       9.293e+00      0.236438    2.1365e+00
297       9.324e+00      0.237063    2.1157e+00
298       9.356e+00      0.237688    2.1134e+00
299       9.387e+00      0.238313    2.0908e+00
300       9.419e+00      0.238969    2.1006e+00
301       9.450e+00      0.239594    2.0556e+00
302       9.482e+00      0.240219    2.0410e+00
303       9.513e+00      0.240844    2.0059e+00
304       9.545e+00      0.241469    2.0149e+00
305       9.576e+00      0.242094    1.9834e+00
306       9.608e+00      0.242750    1.9943e+00
307       9.639e+00      0.243375    1.9392e+00
308       9.671e+00      0.244000    1.9496e+00
309       9.702e+00      0.244625    1.8846e+00
310       9.734e+00      0.245250    1.9226e+00
311       9.765e+00      0.245875    1.8576e+00
312       9.797e+00      0.246531    1.8908e+00
313       9.828e+00      0.247156    1.8411e+00
314       9.860e+00      0.247781    1.8372e+00
315       9.891e+00      0.248406    1.8059e+00
316       9.923e+00      0.249063    1.7918e+00
317       9.954e+00      0.249688    1.8057e+00
318       9.986e+00      0.250313    1.7805e+00
319       1.002e+01      0.250938    1.7680e+00
320       1.005e+01      0.251563    1.7451e+00
321       1.008e+01      0.252188    1.7311e+00
322       1.011e+01      0.252844    1.7159e+00
323       1.014e+01      0.253469    1.7199e+00
324       1.017e+01      0.254094    1.6975e+00
325       1.021e+01      0.254719    1.7096e+00
326       1.024e+01      0.255344    1.6671e+00
327       1.027e+01      0.255969    1.6794e+00
328       1.030e+01      0.256625    1.6371e+00
329       1.033e+01      0.257250    1.6680e+00
330       1.036e+01      0.257875    1.6273e+00
331       1.040e+01      0.258500    1.7669e+00
332       1.043e+01      0.259156    1.6245e+00
333       1.046e+01      0.259781    1.6390e+00
334       1.049e+01      0.260406    1.5855e+00
335       1.052e+01      0.261031    1.5974e+00
336       1.055e+01      0.261656    1.5972e+00
337       1.058e+01      0.262281    1.5800e+00
338       1.062e+01      0.262938    1.5900e+00
339       1.065e+01      0.263563    1.5676e+00
340       1.068e+01      0.264188    1.5522e+00
341       1.071e+01      0.264813    1.5506e+00
342       1.074e+01      0.265438    1.5539e+00
343       1.077e+01      0.266063    1.5557e+00
344       1.080e+01      0.266719    1.5545e+00
345       1.084e+01      0.267344    1.5297e+00
346       1.087e+01      0.267969    1.5482e+00
347       1.090e+01      0.268594    1.4989e+00
348       1.093e+01      0.269219    1.5503e+00
349       1.096e+01      0.269875    1.4950e+00
350       1.099e+01      0.270500    1.5508e+00
351       1.103e+01      0.271125    1.4898e+00
352       1.106e+01      0.271750    1.5308e+00
353       1.109e+01      0.272375    1.4816e+00
354       1.112e+01      0.273031    1.5051e+00
355       1.115e+01      0.273656    1.4938e+00
356       1.118e+01      0.274281    1.5096e+00
357       1.121e+01      0.274906    1.5027e+00
358       1.125e+01      0.275531    1.4871e+00
359       1.128e+01      0.276156    1.4824e+00
360       1.131e+01      0.276813    1.4826e+00
361       1.134e+01      0.277438    1.4857e+00
362       1.137e+01      0.278063    1.4804e+00
363       1.140e+01      0.278688    1.4900e+00
364       1.143e+01      0.279313    1.4728e+00
365       1.147e+01      0.279969    1.4847e+00
366       1.150e+01      0.280594    1.4571e+00
367       1.153e+01      0.281219    1.4926e+00
368       1.156e+01      0.281844    1.4554e+00
369       1.159e+01      0.282469    1.5018e+00
370       1.162e+01      0.283125    1.4511e+00
371       1.166e+01      0.283750    1.4897e+00
372       1.169e+01      0.284375    1.4446e+00
373       1.172e+01      0.285000    1.4717e+00
374       1.175e+01      0.285625    1.4547e+00
375       1.178e+01      0.286250    1.4750e+00
376       1.181e+01      0.286906    1.4610e+00
377       1.184e+01      0.287531    1.4600e+00
378       1.188e+01      0.288156    1.4520e+00
379       1.191e+01      0.288781    1.4520e+00
380       1.194e+01      0.289406    1.4564e+00
381       1.197e+01      0.290063    1.4789e+00
382       1.200e+01      0.290688    1.4706e+00
383       1.203e+01      0.291313    1.4617e+00
384       1.206e+01      0.291938    1.4545e+00
385       1.210e+01      0.292563    1.4438e+00
386       1.213e+01      0.293219    1.4717e+00
387       1.216e+01      0.293844    1.4430e+00
388       1.219e+01      0.294469    1.4812e+00
389       1.222e+01      0.295094    1.4311e+00
390       1.225e+01      0.295719    1.4768e+00
391       1.229e+01      0.296344    1.4280e+00
392       1.232e+01      0.297000    1.4747e+00
393       1.235e+01      0.297625    1.4337e+00
394       1.238e+01      0.298250    1.4744e+00
395       1.241e+01      0.298875    1.4441e+00
396       1.244e+01      0.299500    1.4612e+00
397       1.247e+01      0.300156    1.4444e+00
398       1.251e+01      0.300781    1.4495e+00
399       1.254e+01      0.301406    1.4463e+00
400       1.257e+01      0.302031    1.4572e+00
401       1.260e+01      0.302688    1.4500e+00
402       1.263e+01      0.303281    1.4560e+00
403       1.266e+01      0.303938    1.4430e+00
404       1.269e+01      0.304563    1.4489e+00
405       1.273e+01      0.305188    1.4557e+00
406       1.276e+01      0.305813    1.4394e+00
407       1.279e+01      0.306438    1.4706e+00
408       1.282e+01      0.307094    1.4298e+00
409       1.285e+01      0.307719    1.4706e+00
410       1.288e+01      0.308344    1.4191e+00
411       1.292e+01      0.308969    1.4661e+00
412       1.295e+01      0.309594    1.4248e+00
413       1.298e+01      0.310250    1.4638e+00
414       1.301e+01      0.310875    1.4302e+00
415       1.304e+01      0.311500    1.4512e+00
416       1.307e+01      0.312125    1.4243e+00
417       1.310e+01      0.312781    1.4415e+00
418       1.314e+01      0.313375    1.4280e+00
419       1.317e+01      0.314031    1.4521e+00
420       1.320e+01      0.314656    1.4315e+00
421       1.323e+01      0.315281    1.4467e+00
422       1.326e+01      0.315906    1.4254e+00
423       1.329e+01      0.316531    1.4358e+00
424       1.332e+01      0.317188    1.4332e+00
425       1.336e+01      0.317813    1.4296e+00
426       1.339e+01      0.318438    1.4407e+00
427       1.342e+01      0.319063    1.4074e+00
428       1.345e+01      0.319688    1.4480e+00
429       1.348e+01      0.320344    1.4021e+00
430       1.351e+01      0.320969    1.4528e+00
431       1.355e+01      0.321594    1.3977e+00
432       1.358e+01      0.322219    1.4573e+00
433       1.361e+01      0.322875    1.4071e+00
434       1.364e+01      0.323469    1.4328e+00
435       1.367e+01      0.324125    1.3973e+00
436       1.370e+01      0.324750    1.4222e+00
437       1.373e+01      0.325375    1.4056e+00
438       1.377e+01      0.326000    1.4278e+00
439       1.380e+01      0.326656    1.4015e+00
440       1.383e+01      0.327281    1.4224e+00
441       1.386e+01      0.327906    1.3966e+00
442       1.389e+01      0.328531    1.4071e+00
443       1.392e+01      0.329156    1.3981e+00
444       1.395e+01      0.329781    1.4094e+00
445       1.399e+01      0.330438    1.4128e+00
446       1.402e+01      0.331063    1.3865e+00
447       1.405e+01      0.331688    1.4131e+00
448       1.408e+01      0.332313    1.3758e+00
449       1.411e+01      0.332969    1.4151e+00
450       1.414e+01      0.333563    1.3791e+00
451       1.418e+01      0.334219    1.4092e+00
452       1.421e+01      0.334844    1.3790e+00
453       1.424e+01      0.335469    1.3988e+00
454       1.427e+01      0.336094    1.3689e+00
455       1.430e+01      0.336750    1.3935e+00
456       1.433e+01      0.337375    1.3718e+00
457       1.436e+01      0.338000    1.3961e+00
458       1.440e+01      0.338625    1.3738e+00
459       1.443e+01      0.339250    1.3837e+00
460       1.446e+01      0.339875    1.3639e+00
461       1.449e+01      0.340531    1.3821e+00
462       1.452e+01      0.341156    1.3645e+00
463       1.455e+01      0.341781    1.3801e+00
464       1.458e+01      0.342406    1.3698e+00
465       1.462e+01      0.343063    1.3620e+00
466       1.465e+01      0.343656    1.3708e+00
467       1.468e+01      0.344313    1.3516e+00
468       1.471e+01      0.344938    1.3784e+00
469       1.474e+01      0.345563    1.3477e+00
470       1.477e+01      0.346188    1.3835e+00
471       1.481e+01      0.346844    1.3447e+00
472       1.484e+01      0.347469    1.3711e+00
473       1.487e+01      0.348094    1.3381e+00
474       1.490e+01      0.348719    1.3716e+00
475       1.493e+01      0.349344    1.3444e+00
476       1.496e+01      0.349969    1.3642e+00
477       1.499e+01      0.350625    1.3361e+00
478       1.503e+01      0.351250    1.3599e+00
479       1.506e+01      0.351875    1.3314e+00
480       1.509e+01      0.352500    1.3598e+00
481       1.512e+01      0.353156    1.3325e+00
482       1.515e+01      0.353750    1.3552e+00
483       1.518e+01      0.354406    1.3486e+00
484       1.521e+01      0.355031    1.3402e+00
485       1.525e+01      0.355656    1.3440e+00
486       1.528e+01      0.356281    1.3311e+00
487       1.531e+01      0.356938    1.3489e+00
488       1.534e+01      0.357563    1.3284e+00
489       1.537e+01      0.358188    1.3504e+00
490       1.540e+01      0.358813    1.3218e+00
491       1.544e+01      0.359438    1.3436e+00
492       1.547e+01      0.360063    1.3186e+00
493       1.550e+01      0.360719    1.3470e+00
494       1.553e+01      0.361344    1.3182e+00
495       1.556e+01      0.361969    1.3465e+00
496       1.559e+01      0.362594    1.3169e+00
497       1.562e+01      0.363250    1.3400e+00
498       1.566e+01      0.363844    1.3069e+00
499       1.569e+01      0.364500    1.3388e+00
500       1.572e+01      0.365125    1.3124e+00
501       1.575e+01      0.365750    1.3352e+00
502       1.578e+01      0.366375    1.3126e+00
503       1.581e+01      0.367031    1.3223e+00
504       1.584e+01      0.367656    1.3138e+00
505       1.588e+01      0.368281    1.3149e+00
506       1.591e+01      0.368906    1.3266e+00
507       1.594e+01      0.369531    1.3079e+00
508       1.597e+01      0.370156    1.3326e+00
509       1.600e+01      0.370813    1.3019e+00
510       1.603e+01      0.371438    1.3279e+00
511       1.607e+01      0.372063    1.2995e+00
512       1.610e+01      0.372688    1.3262e+00
513       1.613e+01      0.373313    1.3002e+00
514       1.616e+01      0.373938    1.3258e+00
515       1.619e+01      0.374594    1.2989e+00
516       1.622e+01      0.375219    1.3239e+00
517       1.625e+01      0.375844    1.2970e+00
518       1.629e+01      0.376469    1.3260e+00
519       1.632e+01      0.377125    1.2920e+00
520       1.635e+01      0.377750    1.3252e+00
521       1.638e+01      0.378375    1.2980e+00
522       1.641e+01      0.379000    1.3152e+00
523       1.644e+01      0.379625    1.2951e+00
524       1.647e+01      0.380250    1.3056e+00
525       1.651e+01      0.380906    1.3049e+00
526       1.654e+01      0.381531    1.3015e+00
527       1.657e+01      0.382156    1.3093e+00
528       1.660e+01      0.382781    1.2924e+00
529       1.663e+01      0.383406    1.3140e+00
530       1.666e+01      0.384031    1.2868e+00
531       1.670e+01      0.384688    1.3112e+00
532       1.673e+01      0.385313    1.2916e+00
533       1.676e+01      0.385938    1.3183e+00
534       1.679e+01      0.386563    1.2927e+00
535       1.682e+01      0.387219    1.3110e+00
536       1.685e+01      0.387844    1.2869e+00
537       1.688e+01      0.388469    1.3072e+00
538       1.692e+01      0.389094    1.2788e+00
539       1.695e+01      0.389719    1.3138e+00
540       1.698e+01      0.390344    1.2784e+00
541       1.701e+01      0.391000    1.3057e+00
542       1.704e+01      0.391625    1.2802e+00
543       1.707e+01      0.392250    1.3039e+00
544       1.710e+01      0.392875    1.2881e+00
545       1.714e+01      0.393500    1.2910e+00
546       1.717e+01      0.394125    1.2955e+00
547       1.720e+01      0.394781    1.2829e+00
548       1.723e+01      0.395406    1.2986e+00
549       1.726e+01      0.396031    1.2816e+00
550       1.729e+01      0.396656    1.2992e+00
551       1.733e+01      0.397313    1.2811e+00
552       1.736e+01      0.397938    1.2989e+00
553       1.739e+01      0.398563    1.2824e+00
554       1.742e+01      0.399188    1.3028e+00
555       1.745e+01      0.399813    1.2819e+00
556       1.748e+01      0.400438    1.2972e+00
557       1.751e+01      0.401094    1.2746e+00
558       1.755e+01      0.401719    1.3062e+00
559       1.758e+01      0.402344    1.2740e+00
560       1.761e+01      0.402969    1.3032e+00
561       1.764e+01      0.403594    1.2736e+00
562       1.767e+01      0.404219    1.3009e+00
563       1.770e+01      0.404875    1.2780e+00
564       1.773e+01      0.405500    1.2927e+00
565       1.777e+01      0.406125    1.2848e+00
566       1.780e+01      0.406750    1.2831e+00
567       1.783e+01      0.407375    1.2884e+00
568       1.786e+01      0.408031    1.2816e+00
569       1.789e+01      0.408656    1.2915e+00
570       1.792e+01      0.409281    1.2764e+00
571       1.796e+01      0.409906    1.2960e+00
572       1.799e+01      0.410531    1.2794e+00
573       1.802e+01      0.411188    1.2989e+00
574       1.805e+01      0.411813    1.2760e+00
575       1.808e+01      0.412438    1.2953e+00
576       1.811e+01      0.413063    1.2788e+00
577       1.814e+01      0.413688    1.2988e+00
578       1.818e+01      0.414313    1.2701e+00
579       1.821e+01      0.414969    1.2993e+00
580       1.824e+01      0.415594    1.2734e+00
581       1.827e+01      0.416219    1.3000e+00
582       1.830e+01      0.416844    1.2714e+00
583       1.833e+01      0.417469    1.2970e+00
584       1.836e+01      0.418125    1.2845e+00
585       1.840e+01      0.418750    1.2879e+00
586       1.843e+01      0.419375    1.2813e+00
587       1.846e+01      0.420000    1.2852e+00
588       1.849e+01      0.420625    1.2890e+00
589       1.852e+01      0.421281    1.2777e+00
590       1.855e+01      0.421906    1.2888e+00
591       1.859e+01      0.422531    1.2830e+00
592       1.862e+01      0.423156    1.2943e+00
593       1.865e+01      0.423781    1.2795e+00
594       1.868e+01      0.424406    1.2928e+00
595       1.871e+01      0.425063    1.2768e+00
596       1.874e+01      0.425688    1.2962e+00
597       1.877e+01      0.426313    1.2760e+00
598       1.881e+01      0.426938    1.3046e+00
599       1.884e+01      0.427563    1.2748e+00
600       1.887e+01      0.428219    1.2993e+00
601       1.890e+01      0.428844    1.2762e+00
602       1.893e+01      0.429469    1.3047e+00
603       1.896e+01      0.430094    1.2743e+00
604       1.899e+01      0.430719    1.3004e+00
605       1.903e+01      0.431375    1.2845e+00
606       1.906e+01      0.432000    1.2912e+00
607       1.909e+01      0.432625    1.2872e+00
608       1.912e+01      0.433250    1.2853e+00
609       1.915e+01      0.433875    1.2925e+00
610       1.918e+01      0.434500    1.2895e+00
611       1.922e+01      0.435156    1.2922e+00
612       1.925e+01      0.435781    1.2860e+00
613       1.928e+01      0.436406    1.2960e+00
614       1.931e+01      0.437031    1.2884e+00
615       1.934e+01      0.437656    1.2992e+00
